5000,5,50
31278.5127631716,15547.0820964346,36415.5827826592,32801.7849510111,41376.5867468807,3686,853,3513,365,4258,2063,972,2928,3656,2690,2399,1108,3621,2820,4505,3542,694,3785,535,4038,1170,4463,2889,876,2576,856,471,4058,1327,4945,3156,3362,4262,4071,4477,1946,2235,546,1078,1132,3138,4399,1212,154,2272,944,2048,4020,689,2831
6749.44436434306,-43995.1865608978,38035.2569874823,1231.55295552735,44993.6766897336,3262,4042,668,3551,4050,2515,3599,4325,1376,2699,23,3978,4856,2018,2674,2140,2680,3933,3925,1725,1001,3181,1322,2491,1381,4142,3652,4929,1334,4567,3211,2234,418,1955,3946,4553,3486,714,2415,4573,1231,1520,460,1350,552,4306,370,1450,1454,215
43304.6653204004,18745.5457503697,48047.8866727936,-12309.689085298,13181.5780641853,2720,268,3457,4766,296,4724,2701,4347,427,4426,4464,3004,2538,2987,4103,1304,4987,36,1836,3527,536,1952,2484,2946,3114,1359,1627,1440,799,4636,851,1640,4873,4442,1665,4838,4742,1078,1691,282,2859,2999,1646,579,4533,2124,1869,535,1199,678
29851.0353841398,16185.5658034804,-6566.75508468024,14523.2426705591,-29842.4413724661,486,3059,3501,2003,3157,2782,4523,1635,4391,1899,1874,4840,375,48,2411,1763,1607,1928,2700,2133,1301,4029,4215,2319,210,2389,612,3754,4409,522,2945,4045,2167,2356,2648,4337,1219,2358,4011,2623,2883,2710,2972,1934,907,2544,2297,3800,3955,3977
-22332.797009435,-44671.9614890892,-31020.487533828,-33529.7794896787,35873.5727173291,3171,339,1695,1634,3595,2546,4053,3028,4897,3150,3924,4785,130,3491,2478,4754,1062,1239,3741,2561,1980,3914,399,1577,428,4955,233,422,623,3003,870,3460,1557,4726,439,253,2694,269,3792,1783,2829,4006,2935,902,1378,519,291,826,865,1870
49843.9653218236,26332.3271507953,-12876.1735368528,7841.27018798513,22408.9318825786,3487,3275,1054,4597,4940,1089,1082,1129,653,2080,845,251,2971,4055,3927,2676,1863,1745,4647,1200,1026,2374,3186,3263,3463,898,2177,1661,4227,4349,3066,3526,2783,4105,1514,209,3095,478,4504,4682,521,844,3036,2468,3013,2762,1559,3206,475,1839
22677.2301392621,-46534.9980998911,-11337.548173466,7121.83225071224,-46486.7951557011,1933,3340,172,3606,261,312,825,4801,3394,3081,159,1102,1375,2450,2457,2258,4561,3724,2131,4039,1537,1150,2645,3450,3746,4845,1458,265,3384,2929,1881,3444,3118,1432,3529,4569,1042,4109,2254,3808,3717,4164,4870,1606,3744,3327,1046,1335,2321,3151
-21338.9251557086,39774.0083666857,-29949.0705015846,-6192.75200815533,-9269.58073216572,2362,2871,2795,1817,2853,2055,3466,635,1324,3533,121,1865,1467,4275,4554,1449,3352,1663,1762,1595,2051,1760,4710,1084,3182,3611,2101,2284,3571,3909,940,1866,1120,4686,625,750,3791,75,641,792,3966,690,3055,4216,4803,3289,1445,4992,563,1890
9155.1917265716,20723.3706495031,33250.0866457392,-23292.8478773983,11362.6908195594,2385,2937,1411,4501,3937,2198,4464,629,1720,182,1640,1996,2203,127,2951,2813,518,4873,4170,851,2670,2901,4725,3829,1549,4080,661,3816,3440,1359,1756,2509,3453,837,1646,4623,4857,4067,4828,798,3943,3219,2721,1838,2742,1468,4072,190,2983,3725
24911.40700269,-41053.7677237835,-14715.4172277342,19171.8722923716,-5377.99260838592,3246,344,2086,3118,314,3615,2457,2398,4985,3394,3849,2106,3243,2270,2818,1687,544,2705,1580,435,1544,2977,3024,2916,3808,1180,172,2131,4845,3575,4609,2072,896,2587,3049,4039,2884,2181,1046,4569,3408,4787,312,929,4007,4305,2914,2895,153,4870
-4976.38228893874,-16617.5172882305,-6771.10219089338,47521.4675446665,13422.4414641935,2166,3872,602,255,2952,2542,387,2320,4235,3649,922,1058,2211,860,1009,4720,4644,1139,2854,2088,850,4909,3341,404,4624,2582,2242,37,1847,495,679,183,499,1581,4336,3550,2540,984,2784,1064,1979,3838,4622,170,3038,1729,3709,2155,3807,3806
-45889.7626931702,-36164.4293614783,-16220.0763960762,40551.6201172147,-24684.140929803,3976,3963,2011,3382,3170,2243,657,4335,4839,2980,1773,567,1803,4795,855,1295,1521,356,1305,2152,4693,3637,3879,2027,463,1734,4564,2552,4244,1271,4196,1299,1647,761,78,3344,2516,3361,795,193,490,3886,3134,2669,875,3515,4660,3142,1039,3424
45569.1834160569,-26077.1146449153,-35070.3011519572,17323.2723091644,-35180.6304150314,3459,3746,3041,545,3174,1335,4658,911,3301,708,4891,2456,4827,4418,3724,446,2895,3536,3063,2910,2926,4419,132,3638,3243,3808,470,4765,1052,1249,2916,4229,896,4746,2409,2945,2314,265,4007,3715,2153,2569,2695,4787,3079,1933,314,652,4487,3049
-1689.36918902004,47107.7060057639,-27208.4908960658,8669.90691502218,-49677.9215672861,752,4178,2117,1083,1004,266,1382,1437,1624,4493,691,3863,4148,453,3817,2505,3762,4973,3844,3352,1953,4907,1940,2187,3589,220,323,4462,2443,4338,4761,2931,4201,1997,625,1164,39,4495,3705,574,633,2760,3037,701,1204,3587,528,4404,1774,731
-41679.6216362251,47104.3804409247,12176.9629414503,-7976.52604767398,-49075.7380020945,858,3077,140,4255,1008,3981,4995,4482,1694,1751,4715,4199,2735,1825,2877,3255,2162,2431,4861,1793,4348,3679,408,1569,4877,1481,1976,4400,1364,3046,4679,1997,2745,4701,4168,2777,1631,693,4946,3244,1225,3431,1786,568,2856,2637,4551,2052,3020,3476
-44678.6777056792,30694.7996893558,27981.0465897528,3767.43822764591,-16362.2043160859,2376,2856,4679,3604,2836,2071,2764,766,2531,1939,2989,2745,4220,1364,109,4577,2735,3046,3020,3679,4199,3780,4747,1712,4498,1358,4995,1288,4268,4367,2868,1225,4861,1037,610,2717,3369,3447,2074,4400,3499,924,2851,1936,4447,4345,94,835,2052,2162
13088.4650179824,42307.3803861462,-26722.6216518099,-12325.6853088546,-8496.73784127294,3247,483,4468,4186,4518,2429,1490,1817,2685,2461,2853,4446,563,4519,4655,4423,2795,1792,72,2955,3909,4287,4948,4295,1866,2149,2972,4216,2092,4598,962,457,1739,4761,2342,1505,4454,1622,34,3939,110,4818,348,2356,2592,4029,27,511,1717,1715
-19513.3438893983,18224.500174247,-47642.8535778705,-38157.7024073572,35767.8877850067,3415,1585,4800,2998,1152,1343,3797,3477,295,1344,3270,3314,3874,3773,3871,4018,3911,401,4469,1991,2501,1113,3895,2729,3098,4284,960,4616,1499,755,3468,2959,318,819,33,417,1022,3742,1586,2880,4721,368,3658,1389,1146,2395,1926,2536,3120,3970
24022.8055632876,14400.4808953928,8924.37761382791,46979.4579384055,11964.3872962757,1178,4499,3222,1206,3094,21,1621,587,43,736,3518,3362,2522,4203,689,787,891,1342,2620,2889,2158,4879,2981,1732,400,154,860,4717,3709,4071,3597,1564,1834,450,3437,4399,805,3557,183,4510,2532,2399,584,3712,2294,4607,225,537,1661,4917
6293.24570395512,-325.073868675638,-34488.5939575746,25682.4602261077,21972.3315292134,2440,4739,3674,4377,1325,3038,1814,2960,4224,4806,1092,350,2664,4359,4326,3640,4379,2155,4871,1560,2344,3838,1064,2375,1994,4600,4261,2953,1019,239,3893,2828,1847,2527,3356,3626,2288,3979,2548,4490,4185,2476,3349,2573,2320,236,3398,2920,362,179
21246.7007695063,49187.3666256022,-36721.545312176,6229.72085679585,22877.2167483628,4102,3371,1259,2092,4598,4585,2310,1026,4685,79,2369,692,475,4057,3036,2771,4322,110,202,3236,1365,3245,4134,713,1839,3913,89,4330,3765,3634,892,845,1129,186,2043,348,1654,4727,511,2685,355,793,739,3383,852,4118,2035,3175,3308,4430
14566.4997309481,22407.1481581934,10221.1485133735,41939.7622129927,27158.519325418,3362,4203,154,3222,1732,2889,4071,2620,4499,2767,4038,1648,18,3419,944,3258,876,3094,689,736,4266,1342,2709,1894,1621,627,4510,1108,4917,471,2981,4399,1235,3443,4607,4015,2466,4166,1735,4058,3201,877,2399,1470,3809,3138,1032,222,1713,815
-19314.7341712446,-12009.6297127753,22097.1176884914,-34584.0305472582,-20660.5457487349,4620,2186,4993,1480,2318,4723,2590,1142,2511,2519,2752,30,441,557,3373,1094,4309,4363,748,4776,4546,1433,2551,1256,2579,3207,2451,4239,458,2053,4393,175,2322,642,2614,968,3541,4470,2031,1576,141,561,3714,2631,1347,4834,841,3896,4844,3074
4357.98776099956,-42043.8629397842,23466.7943071126,-15834.3840229657,49320.8741325543,2699,1231,2515,668,2674,1450,2491,2897,1,3211,3551,3695,4929,3276,696,460,113,4781,3652,2804,1227,272,4042,2691,4384,3305,1350,3946,4153,1381,3262,4751,2608,2545,3455,2680,4603,2140,3486,3683,1955,4036,370,2846,1334,3978,879,4050,1376,2549
29750.6466961991,23258.7302636457,38429.3141023282,-2060.4119605377,46895.4667276638,3429,1078,2831,1691,535,536,4790,1440,3912,735,1304,4355,2999,1306,2621,3156,3621,2024,174,474,853,4426,150,2720,4067,4873,1698,4169,3513,1104,2048,503,4857,1776,4724,3986,296,1841,4442,2122,1387,2416,3021,1110,3578,2447,25,1952,1170,2820
17807.0655418866,1373.45317484037,34776.0055819823,-22811.9882341613,41652.7726112778,2049,647,2226,2742,4442,2416,2621,1265,4067,4873,3912,1158,2085,1359,3973,347,2811,3205,1698,1304,3404,3951,4197,895,1453,673,4501,565,2459,150,3305,36,1104,2946,3946,985,2427,4599,2432,678,1883,4567,4299,1981,2338,1366,1293,4072,1764,2674
47390.2886643665,2234.7797798784,-22478.4222085319,37301.3041428764,-6452.14266961612,3493,1061,1370,664,3632,2160,3763,1610,4460,2585,945,2026,3364,2569,891,1109,1246,2261,4204,1844,2571,2297,4968,3983,1403,4891,896,2684,2864,80,3901,3535,4772,3278,3728,3425,4933,334,2895,3715,2389,1247,1934,153,4457,4060,400,3962,4364,3622
