20,6,10
0.730330862855453,0.261871183870716,0.609866648422558,0.096730025780867,0.399257770613576,0.422835615008808,14,6,5,1,16,4,13,11,3,12
0.488608973803579,0.335356839962797,0.617666389588455,0.818148553859625,0.526875830508296,0.547870901214845,3,12,9,2,6,7,18,5,0,16
0.578525061023439,0.679727951377338,0.859442305646212,0.817547092079286,0.416799467930787,0.942736984276934,9,7,1,6,4,16,13,3,11,10
0.237283579771521,0.13655313735537,0.805489424529686,0.722439592366842,0.656859890973707,0.417744104316662,1,12,7,0,2,9,6,16,11,18
0.458848828179931,0.72122749858174,0.576721515614685,0.149865442477967,0.627973359190104,0.983052466469856,13,6,16,2,0,10,9,1,8,19
0.963088539286913,0.106761861607241,0.182922469414914,0.659605252908307,0.291984079961715,0.301454948712065,14,18,17,0,1,6,12,9,10,3
0.546805718738968,0.65375734866856,0.239932010568717,0.518594942510538,0.43165117024872,0.701098755900926,10,9,18,1,4,13,17,8,2,0
0.521135830804001,0.49417393663927,0.886511933076101,0.972974554763863,0.015487125636019,0.666338851584426,9,2,1,12,3,6,11,17,10,5
0.231594386708524,0.779051723231275,0.0286741524641061,0.648991492712356,0.984063724379154,0.539126465042857,6,18,1,16,4,9,10,13,15,3
0.488897743920167,0.715037078400694,0.489901388512224,0.800330575352401,0.167168409914656,0.698105520180308,6,7,2,10,1,17,12,18,13,4
0.62406008817369,0.903720560556316,0.167927145682257,0.453797708726919,0.106216344928664,0.666527913402587,6,9,17,13,4,18,19,2,1,0
0.679135540865748,0.890922504330789,0.978680649641159,0.432391503783462,0.372409740055537,0.178132454400338,16,12,19,0,9,1,2,7,6,14
0.395515215668593,0.334163052737496,0.712694471678914,0.825313795402046,0.198118402542975,0.128014399720173,1,3,7,9,11,5,0,6,2,14
0.367436648544477,0.698745832334794,0.500471624154843,0.083469814858914,0.489687638016024,0.999080394761361,4,6,10,0,2,9,16,19,1,8
0.987982003161633,0.197809826685929,0.471088374541939,0.133171007607162,0.339493413390758,0.171121066356432,0,5,6,16,11,12,1,10,18,3
0.0377388662395521,0.0305409463046367,0.0596188675796392,0.173388613119006,0.951630464777727,0.032600820530528,8,3,0,1,19,14,6,5,18,12
0.885168008202475,0.744074260367462,0.681971904149063,0.390937802323736,0.920332039836564,0.56119979270966,4,6,11,0,18,1,2,13,14,8
0.913286827639239,0.500022435590201,0.0424311375007417,0.83137974283907,0.0526769976807926,0.88186650045181,10,6,9,18,5,1,7,2,0,13
0.796183873585212,0.47992214114606,0.0714454646006424,0.80336439160244,0.737858095516997,0.669175304534394,6,1,8,17,5,9,16,10,2,4
0.0987122786555743,0.904722238067363,0.521649842464284,0.0604711791698936,0.269119426398556,0.190433267179954,11,10,13,6,0,4,9,12,1,8
