500,50,15
27220.6732094027,-32611.6860055494,19171.1635714817,15291.5682156136,1158.22433803345,-43146.3855383932,-16696.7446362852,15684.9259385463,-45691.0039622264,37484.0378958323,-49110.2766020455,-48513.0963317407,-15603.6311718034,-47263.1252394502,44015.3258292462,-6341.33018374445,907.327902991958,-146.380325470993,-47487.3066811641,42016.610016362,-13004.0616775277,6592.36896439748,-5682.36880576257,-11830.0066370601,21403.6002448029,-6390.67563505131,26544.436082854,-35815.9579633144,-19407.41438754,21045.5875645696,-20671.3987407562,36802.7924142454,-22352.6235374524,-7557.86404358729,-30743.2306390998,21649.8673821078,9090.62041827535,41153.8541154288,-40975.5818871285,-25763.8685359162,-45697.8005278219,-20049.5421693693,-2746.89162920883,-45467.081666135,-10291.6561694755,9590.58894213015,26034.8864278998,-46419.6906417888,-10927.9832516171,-29971.0774630857,112,389,88,17,468,297,4,160,288,209,320,381,418,241,118
-2464.57000422052,12563.6394848839,38045.6926829211,-11851.0934717484,6252.7153389906,-28195.6625055887,-8658.3447715599,-26811.3374900403,25763.1721044845,-3985.74519391377,49603.1119442512,-45670.0213830882,30007.7397173464,-45030.0696361831,43311.964719537,-19555.8827026911,16803.5593540186,-38197.6017376812,-49317.5720872968,-28969.3666712889,-720.595387746762,-48477.728491269,-40683.6101516742,40712.2966953268,7178.65841966534,-32643.94503494,-24711.426861857,-45431.8602224982,30434.7592128608,34362.7569565131,24784.9573969439,-40265.1040665155,-18876.2244079178,12179.5488877918,-34352.6927144528,7419.19967091909,-49661.1272509969,-15305.1009195554,-863.482971721765,-30433.8279838258,4771.60377863565,38002.509576802,-37841.437175484,40105.9478701778,-11116.1979162,30343.4031884158,37532.3840173369,-33620.8474261743,26494.3487236173,12755.3818988127,107,255,179,197,373,14,423,379,292,230,42,283,397,65,149
18089.9555553953,7513.48328063265,42454.8307619519,-19998.1417259562,18479.3764143528,36940.8491537521,-8565.18474373671,12195.3941544503,15964.7529115392,-49693.6425842823,-22479.8939737081,-31973.7866031303,7108.44630553757,-26144.7144315029,48375.8270635912,-25348.9659083228,-34742.4347095481,7551.66733306383,28608.6238518133,10811.4181349688,-29938.1586995835,5283.35474768907,42949.6207556362,-19640.4368737765,1519.31619165879,-30510.6017145811,17101.597540585,19799.4732962103,-20003.3201467945,-45011.219471776,3473.89537705854,-43415.5196934069,-11939.6221005507,-40872.8345073573,-22763.7884639204,21102.5258611621,-1444.38326737584,3803.867184621,12723.4988148974,19998.4664075966,-49850.5912433067,-24478.672290178,-22028.9295548657,-24574.5234833252,10593.3626164261,-27298.4227680767,-47304.1471682105,-34414.8070120723,43483.7761670829,-48127.7089613476,81,88,176,196,370,54,334,400,152,479,175,43,27,186,137
-8306.52450685783,25098.5384525445,-41874.7224629503,-15986.0444493233,-40760.3404652308,-8578.21458506744,48392.1784285924,-42487.6232646689,9945.93209886808,-3505.87239100705,-46648.3590220749,-29953.4906271536,31323.8457687556,-37269.8694732549,19303.580316046,46082.5251654563,-43730.3985786479,1546.42456788479,-5260.71440835414,-3427.47955648587,-21243.2681204102,43582.4215383956,-8142.75457205214,36732.9904127074,7732.99507486156,-31087.9163667362,-36808.5892314872,41351.1502068192,-22591.3324967682,-25436.8596944889,-17207.6985327596,-43971.7323741429,-8152.33686641353,-35084.0607834663,-31728.1373546136,-39918.8306447364,23144.7481342086,-29421.6303108393,10519.2752701413,4753.02089359724,22476.1382621074,-30785.1886889948,26921.3362500037,5569.56821949263,-48140.7204490892,36234.6093809543,-26265.4545140978,-1159.40178845247,43871.9560519146,31783.9371850257,215,65,489,271,176,334,226,307,249,114,28,128,9,181,355
-11985.0797106819,-34648.1200223414,-1732.69854272255,41892.6536712417,37257.8967039445,16120.9152001318,-44226.0702203263,46675.5875499731,-27300.525018467,32407.189316069,-34790.0043726188,21935.7562918045,-41382.0394639941,13032.8814655416,20247.548464431,-27711.9041561334,-16288.5117155845,-14472.3319821934,-21126.2550591263,11669.9894336789,-20740.6928168938,-1822.76984031728,2670.25541249625,-35282.731966381,-49505.7286577526,42989.1654919019,44244.8397517158,-11645.4367709391,-22951.5017937336,45015.6813805664,42102.2014335099,-4496.96690828897,-43406.7403779044,-35046.9787266949,-46469.9006215488,-18612.395692563,3697.14532237697,-196.684344887268,7943.94575320087,-39860.9045447731,11876.9033479014,-31338.1565271393,25079.8039275919,11324.0090810479,19082.4523374167,39440.9158672549,-8988.00604852779,-11898.0032694271,-18989.341269888,-16222.0353365959,36,88,180,469,406,103,429,37,499,100,206,491,0,423,78
-28672.9610924791,-14321.2803397641,-37173.4944269224,-4373.31866967608,44293.7880219704,28348.4840322146,-10345.711410988,10996.9956623824,21371.4360951096,37188.5571701645,-2040.38455722648,-5713.24389794834,-30786.2513060297,-2358.58296309804,-12868.7815191293,-10439.081853377,-5405.60195263584,36334.8931328343,36318.0264924441,-29690.7876245745,-7015.63898915296,-17152.4348473403,19094.3595510226,-19008.7399552556,-14776.5288000324,-945.619823833367,-5541.68169962109,-25688.9182700642,26349.0929279078,-38991.9615899436,32846.538037923,37942.1641426555,44714.9379733973,-41122.637274823,-42903.982193081,42828.747304973,48651.2728257304,-33657.0992750557,17263.1197365915,-15247.7907787793,-12766.6954300655,36110.7699117927,-48191.5499803593,32017.0696939968,-3600.09024404293,-24068.5562005101,-8845.29391955207,27100.4032624034,14769.2942398235,-32286.2666763333,429,203,207,175,123,104,284,471,116,212,306,93,479,78,326
-11706.2010865857,-35604.9199753855,-24708.8840758994,-5750.3047401877,-40340.5763398085,-25211.3992377122,29132.0582163363,-11628.4820245587,22450.2413091687,-19892.5473920739,38884.2341112199,34549.2629483514,12950.1671560865,-39000.2805157952,-43589.4058985094,-27547.5446663983,25764.8467463006,-15598.501888282,15622.8495115062,17760.0524047733,-2188.71910570942,30308.1686629851,-44534.2676301878,-8175.59731423414,4473.47096125107,29632.4414387007,-14200.4661043931,40709.7732647764,-18142.478455823,45797.4988272248,2299.04770459297,-15214.7492420553,29025.6877085953,17796.8832711808,-47755.282674554,39293.0254694621,155.196930489932,2224.44949849531,-10921.6972570817,38381.9821695337,-20584.0942255257,-5540.10413168943,34845.6070568963,4852.03158170165,26909.7680678766,30291.0442394153,-26242.398461522,-35906.8550833073,41917.1652643473,-22723.2928121458,330,117,118,316,290,328,478,84,376,391,475,236,127,367,345
-47033.2248489896,35060.7655245248,38396.1534752615,-4581.41803844777,34588.2505221427,5442.52888530575,9418.54627849669,-46943.0226658583,-15578.2030224397,-26399.4793121374,-21658.0891552229,-11020.9898138011,-43613.6545248727,-6456.82998421681,-5654.82442121689,-22997.5330984505,-36946.6421048371,-4311.86185795276,-21530.6367091022,-48268.4441677996,43192.001313755,-35653.4434798748,-15959.0428606138,-28982.4298121657,-40793.5946997358,-31520.0885383895,-33019.9041953746,20201.7912868084,-14299.5551726521,-15461.3966342683,-37732.1062523198,-6331.36585637036,15214.2698611373,5286.6821773887,11327.4631502406,9870.53614565024,-45027.5902467148,21461.2707899036,-46004.6074627081,-38436.3477362146,-44485.8903797244,-11339.4404329137,40234.6611843062,-47372.9235285362,-16505.095155148,-15571.7528568219,37595.7999125363,17032.5452816781,14607.4725093555,17783.2264226535,150,73,171,286,333,463,175,334,393,362,230,129,346,304,127
-2767.89349159265,-16213.025969166,-30372.308678659,44528.2009186639,40939.5614856024,-27041.4604864419,-19043.6907458893,35756.5586815091,-46724.917413938,33157.8262729024,28412.70274749,33755.2198504066,24296.2315665952,40187.8505901566,4298.73523743122,-8155.85209974109,40151.183576853,-26191.1088229188,14456.6224735289,-27339.2488503845,33622.9736161115,-42137.724839069,29278.8715672613,26745.4867737524,-22767.6127085106,-27221.548484898,-92.5934702992599,39563.7886893663,17548.1877125386,38044.8196157124,-40765.9951212532,-36880.0432608818,47528.0378309018,30589.8884739537,-22905.8966795496,-335.33005799001,-38953.740926537,-20272.3033059396,-41152.3933158535,36971.2239989411,20068.9547819192,33200.5960782012,17603.9013462219,33752.204591932,-33791.9215681524,-35701.1035733695,-41091.4486928463,7510.90628465613,-31654.5102484647,-5239.96489627115,429,33,238,34,474,52,237,492,288,32,162,424,394,437,103
-16662.7313156213,-22480.3507154658,-37864.6345263034,-28088.1047449825,-48865.8859440239,-49308.7236029633,40180.2906347484,10354.3185381736,34361.5848232873,-6224.7394131564,-32960.7499137882,24841.8652975973,10339.7395502138,6583.40199783475,4016.20739189946,49773.5979773324,-27966.17595522,27116.3080213046,-23641.8821427735,41446.6037759236,-21002.4317449062,-5459.20741867441,-49345.4889596138,-25745.4275605005,9072.80151485753,34980.8373296731,-4783.37996210534,44797.3559242691,-46646.1774941925,-22397.0492509815,17296.0646182439,15339.89030209,-36925.5301723342,-9998.14048633732,-3032.61889246981,32570.1742049605,-2853.27541955534,9253.016499276,49140.3851217477,21498.8764159731,39296.714545474,-29350.7710823081,-45940.174265599,46075.4925582593,8470.99302237712,28233.0402956293,16583.7933949361,31901.5136704791,35000.2700374688,39721.1673334343,344,97,204,315,188,329,3,316,61,292,336,413,215,27,441
