20,4,10
0.131973292606335,0.18351115573727,0.939001561999887,0.979748378356085,19,4,16,8,9,7,14,1,17,3
0.942050590775485,0.368484596490336,0.875942811492984,0.438869973126103,7,2,19,3,16,11,17,12,14,15
0.956134540229802,0.62561856072969,0.550156342898422,0.111119223440599,3,15,11,12,1,7,13,14,6,17
0.575208595078466,0.780227435151377,0.622475086001227,0.258064695912067,14,15,6,13,2,11,7,12,16,17
0.0597795429471558,0.0811257688657853,0.587044704531417,0.408719846112552,9,16,10,8,0,18,6,11,14,15
0.234779913372406,0.92938597096873,0.207742292733028,0.594896074008614,14,6,13,8,17,3,11,15,18,12
0.353158571222071,0.775712678608402,0.301246330279491,0.262211747780845,15,14,13,3,18,5,11,12,10,8
0.821194040197959,0.486791632403172,0.470923348517591,0.602843089382083,17,12,11,1,13,14,2,3,19,15
0.0154034376515551,0.435858588580919,0.230488160211558,0.711215780433683,5,4,10,14,6,18,11,9,13,0
0.0430238016578078,0.446783749429806,0.844308792695389,0.22174673401724,16,4,3,10,18,6,14,15,8,0
0.168990029462704,0.306349472016557,0.194764289567049,0.117417650855806,18,15,6,4,11,8,12,9,14,16
0.649115474956452,0.508508655381127,0.225921780972399,0.296675873218327,12,15,13,6,7,14,3,2,18,10
0.73172238565867,0.51077156417211,0.170708047147859,0.318778301925882,11,13,15,7,6,2,14,3,18,17
0.647745963136307,0.817627708322262,0.227664297816554,0.424166759713807,14,11,12,6,15,3,17,5,7,2
0.450923706430945,0.794831416883453,0.435698684103899,0.507858284661118,6,13,3,5,17,11,15,7,12,8
0.547008892286345,0.644318130193692,0.311102286650413,0.085515797090044,11,6,12,3,18,13,2,14,10,7
0.296320805607773,0.378609382660268,0.923379642103244,0.262482234698333,9,4,3,1,14,15,6,10,0,19
0.744692807074156,0.811580458282477,0.430207391329584,0.801014622769739,7,14,13,3,5,12,11,19,6,1
0.188955015032545,0.532825588799455,0.184816320124136,0.0292202775621463,10,6,15,11,12,14,13,3,5,9
0.686775433365315,0.350727103576883,0.904880968679893,0.928854139478045,1,7,0,17,16,14,3,4,11,9
