399,5,10
12095.8643935308,-16330.0735608524,-41703.7350889456,-17205.8403026751,39747.9892399884,309,262,191,57,279,367,357,105,106,236
7370.97648411982,16238.1860399481,16159.6193082714,30296.5315958237,-35.1222152726623,111,187,170,231,224,116,248,197,182,381
-44792.210971413,-25583.4713209721,1697.90147062131,49947.7858635892,11528.8242215057,274,386,129,18,158,122,153,114,275,56
43120.138460825,-20449.2749168403,-32895.1982474553,48097.8160932146,8313.29680886482,33,225,99,230,382,172,318,327,298,95
22866.1681678271,18017.8371230502,43855.7864331842,-37296.3057805143,19825.3926627414,273,219,85,342,336,71,213,117,317,8
23784.165379759,2784.68304187979,9048.31771425717,-26775.9854038207,-47066.7657245638,243,123,58,397,305,22,351,338,130,278
-43659.5499307182,-8840.64865924654,-5936.53192391599,-47636.7533341775,2788.26877386473,136,332,67,323,66,295,280,76,207,94
36044.0563038232,10263.8218036397,44191.8930311283,10743.2610401855,-46792.7153580015,277,119,171,351,286,324,305,38,11,61
43440.5118961213,25052.0055923736,15591.3820257141,-38919.067871285,32714.2322836315,219,342,117,391,71,398,4,213,260,273
48439.8312240972,8353.31742619586,-4805.42907396142,-9254.04921216011,-16001.3793517831,77,232,92,11,344,109,397,35,260,377
35893.8816683866,5179.25149359675,33969.7420719669,38407.6806661962,34671.095888053,139,135,348,179,339,198,281,379,358,192
28555.8989265031,8357.06187577144,3262.35024743463,4813.27774765875,-25393.0432893902,84,109,9,264,344,26,35,24,118,232
1337.74185875749,1181.99199584752,5388.7065791275,-13099.6923288383,8149.12523681326,290,127,393,197,146,78,246,302,116,224
-32239.7539494135,-41740.7273001301,18006.5530083361,-29165.4017186653,43767.6879074775,147,184,104,295,210,346,323,388,173,284
-10141.0503264157,21957.013485949,-13281.0094682633,-5905.67234756765,-45221.2707614934,291,163,221,62,212,253,326,263,161,372
-36606.8749012029,49615.6111296869,-26070.9393806455,45619.6152175878,-44602.2340829761,349,29,97,345,217,371,27,45,160,204
-46911.0451255048,-14546.5695043078,7892.34924590936,-37597.4083351957,-47938.1965880009,280,207,148,337,23,195,332,212,87,368
43914.1706069548,47125.8815183406,36688.7054672508,-2923.67541330431,18147.8514196212,117,391,71,342,102,336,179,143,260,379
-19869.3935413608,-15355.123869964,-9322.32397847744,35689.6327782193,9862.85266332347,182,274,315,386,211,21,114,255,322,56
-20446.6165524644,38654.3861760306,-38738.4858974953,-45660.9528433047,-38596.9965484344,131,202,164,355,212,221,362,163,14,250
-16706.3718163825,-4530.51350080922,-5615.41632730426,19162.5145201306,29624.5350725845,331,315,341,40,18,78,236,126,393,177
-3293.18129711476,-8657.27109791847,-19981.55987861,47898.5466675038,11785.0587139279,99,322,18,182,230,274,211,90,46,114
14819.8406466157,-28226.79316427,-9861.31461855072,-21673.2101507863,-42978.6476013042,278,37,58,384,130,276,301,28,5,214
-47477.1818506964,-37434.5412637374,33336.3563453134,-36621.9500005577,-43072.1027431999,195,376,16,368,280,254,64,337,307,87
34220.6612419334,-19108.5406433185,-9637.13372263929,18527.9684412687,-36399.261137991,84,42,149,310,118,232,329,11,384,308
5903.2544988695,22610.4431664832,-10982.4061869393,40945.4555749395,28889.1319657009,252,381,240,40,358,172,353,220,111,354
35409.9949273443,28287.2072979123,-13955.1106621055,11086.8982383243,-40760.154207617,264,344,11,324,35,245,109,329,161,372
-15212.0805672739,19378.7614986897,-35974.4640730556,39998.2796432861,-26213.1207992694,183,345,204,299,364,160,349,354,90,211
-5397.33519448971,-49019.7747736938,-23986.980588756,-30656.6248060908,-25635.2087383215,365,276,22,278,141,37,165,356,244,384
-44576.051555887,34321.333801051,-41318.4899134166,25442.458148825,-39517.7787341105,97,45,204,15,349,299,82,27,70,345
-32289.2466210891,42233.1997796276,-7060.26629141947,-15373.9283335225,35835.2760228758,306,69,235,333,352,289,44,178,328,121
16280.8061960974,27095.4220673924,-24271.721523014,-8137.4585697287,19819.9766179566,259,105,320,185,133,100,215,269,266,282
-16917.1004796695,-45734.0144064951,-20244.4615848882,-34428.0169645108,23374.2133263281,173,323,106,132,373,165,236,13,346,115
39848.61378343,-12181.3862949781,-7514.15882953742,31900.0583926841,15053.0624454913,369,166,358,3,188,172,118,99,225,327
-38184.4801553289,20433.9624483368,-38079.2740578713,12492.3527846277,1627.0565774129,271,108,175,44,86,216,45,126,366,354
48841.7928784981,22951.3045504647,-493.307619954088,23856.0421610648,-17361.1864911118,344,264,11,26,109,9,369,324,316,383
3998.20990379291,-27572.2929335486,20640.7227537561,30511.2420706954,16177.6196778501,188,340,348,198,258,292,330,78,182,112
20691.7419322763,-23094.5268226635,-25642.6627319049,-43277.7342436821,-38243.4515378244,244,285,58,130,22,377,276,278,123,338
49949.1620097705,17303.1165004119,28507.0081934006,45079.0316505566,-35218.2585818394,119,35,7,324,174,171,149,277,11,192
-21215.0655184863,-2250.78022731387,-42591.0423139073,-242.298897783934,-48023.5336271183,190,326,93,14,107,299,278,82,214,72
-8547.74611068916,12371.6412667442,-10611.6573018303,25514.5904700522,46429.1730299559,331,81,341,20,25,283,325,240,54,335
-3516.00583748627,-26355.506735909,-49660.5877035693,24240.5070676942,47037.2902013312,279,150,363,46,325,322,367,0,309,282
26395.7078491957,-32287.6245501683,-27932.3108066976,33112.9575710113,-37613.949285318,24,310,374,59,95,396,359,382,308,107
31820.4038907671,32964.3385697585,-49869.9431299404,-34349.8153249798,-3258.99732255404,362,390,269,265,320,185,266,133,92,355
-39977.8459804508,26692.1667935265,-31082.0329005265,-4269.12794485914,15669.4003304474,366,34,175,271,333,86,178,76,289,30
-32188.3046113234,43447.827311827,-35751.5945179028,11810.0496094381,-20981.4433367133,250,86,29,271,34,216,178,108,82,160
-14036.508651792,-39211.1094915636,-23192.4000876624,43218.3355047051,25453.6639716295,153,322,386,18,21,99,48,47,150,158
-44329.5310931709,-31777.2494398944,-32510.7934664217,33508.8235559351,5811.80513589715,189,56,386,158,196,153,114,73,255,91
2188.56736612792,-40090.4717577542,-36135.1028407405,39542.351634235,-7220.74044515439,322,99,363,59,107,167,53,46,374,42
-16415.1025323075,-1023.6198076553,9888.5610367865,8251.85246680301,-23280.59427258,197,246,387,146,385,187,62,93,242,110
-32433.0970324339,-30675.466953113,40105.7905682726,8274.68063617915,25373.6074133061,63,210,272,147,258,184,284,292,80,78
-29105.3326006865,39589.1573792568,43937.9765884238,35492.5938969955,39837.6325005631,74,389,75,350,303,229,270,233,81,392
40515.3559004464,-40091.0350318185,-27881.5544060922,-46513.4299952069,22844.4033957786,395,57,296,357,176,375,132,106,244,157
17539.1177336247,-45583.4428237339,-1732.86246035862,38542.0095484803,-9316.98653455116,298,340,382,149,48,118,112,99,312,36
-3153.18000960026,5729.51558047619,-12398.8884075245,-9226.91886440182,43831.5840253697,393,236,289,283,262,331,69,325,105,115
41213.2474239623,27249.5067187624,2378.00369658695,-46361.7969552168,-24457.2545062197,321,397,338,260,123,92,199,154,265,202
-39598.8425220622,-18805.9942503731,-23512.740645141,24614.794273772,3316.32406088226,73,255,47,114,211,189,386,18,126,315
24554.6073701717,-32101.7520685665,-43164.2779529171,-34517.1229248894,45475.487037637,0,309,52,106,395,191,357,262,279,132
23626.7455596638,-16104.4321752282,-6367.29225198973,-35609.1671325132,-23225.2463559904,338,276,130,37,22,157,377,92,123,5
6186.14252816374,-28985.4362956448,-32614.6962634999,10595.9053323747,-24991.5379410411,107,214,374,42,95,141,48,93,84,24
-31580.5902484473,1015.25197652503,-47389.2891845095,-24551.9155948631,42767.2720239348,262,366,289,367,121,328,201,236,44,226
9721.13503378549,40636.4323265215,45467.8274080449,-17584.5794994178,-43141.7651444544,83,171,277,319,85,101,305,304,313,324
-20006.3009910211,12892.3938652318,-6940.34801405828,-9820.90821530014,-20059.9613439135,163,387,253,246,49,14,197,110,76,332
-36587.7067171318,-39846.6111187688,46155.8573103663,-9362.66785988729,9158.35341563671,50,210,147,388,347,368,80,184,155,195
-28739.8466641157,-10914.5247273645,26241.4484002993,-11380.8861439088,-29670.0854643664,368,280,110,146,87,385,49,195,347,67
39494.1675440814,-44538.3384776342,-49265.1338897153,10980.1823837955,13588.3198886887,382,363,279,374,225,124,357,309,300,3
-42854.7187212955,128.291320321528,18003.8640460139,-33310.9277333754,29837.0257830258,104,209,184,177,284,218,67,287,346,295
