1000,2,10
0.0909616879242212,0.944908646327276,677,824,334,190,821,94,43,941,912,477
0.564268825273198,0.49044221513849,75,397,888,715,335,170,784,87,838,439
0.187382889148607,0.437946559772269,924,927,211,734,971,178,458,920,926,296
0.531689585894733,0.772655572388859,612,218,571,46,393,53,834,914,987,233
0.355033321773383,0.744066567298336,732,78,776,864,204,259,412,639,796,357
0.314783504755494,0.442904067510999,488,933,841,56,210,804,160,616,644,626
0.726741468842694,0.0530000525100436,132,512,309,576,831,90,325,637,41,733
0.515772858133538,0.0878218441574162,346,731,394,869,604,833,262,278,995,51
0.790644897912478,0.797985957677618,182,974,342,558,105,545,638,832,959,719
0.204492581358956,0.655582372961194,300,632,28,205,692,598,981,878,788,128
0.678106077559796,0.0323355534464184,903,643,512,576,831,907,6,24,522,266
0.0524855426380236,0.557066829681192,680,67,590,599,929,164,72,81,641,432
0.801172362362499,0.719801554892191,982,658,498,329,895,719,368,935,559,832
0.678568638819314,0.110408048956958,983,781,938,637,856,77,364,104,272,682
0.946008945084062,0.216647376280279,748,816,310,970,444,617,932,885,940,760
0.0915581428748301,0.811020215616459,978,54,798,176,186,436,168,197,510,785
0.908438370578178,0.138661882869267,139,191,678,55,614,675,108,578,162,966
0.509953037053204,0.881899200733092,469,381,709,154,765,308,768,851,136,747
0.614903565140055,0.923556061690306,514,58,742,318,747,95,823,851,660,543
0.31607120088596,0.0127555628361417,298,260,452,416,860,964,625,153,292,424
0.0774874815154217,0.377159253042995,496,144,686,662,873,504,698,460,150,363
0.850614066003707,0.167811688977599,151,326,675,787,578,653,421,320,291,966
0.144526906948512,0.54022279574486,591,897,925,729,167,553,257,599,478,942
0.370485792654012,0.10166243492783,898,418,569,241,803,693,336,29,789,577
0.622391433081251,0.0392677458897454,522,907,180,820,643,636,198,266,546,476
0.99755190243137,0.933229111773545,998,790,606,456,894,939,842,135,120,234
0.517344133245693,0.971591882864217,315,330,660,141,466,103,381,154,95,742
0.990511215150315,0.360928020047589,948,597,161,655,595,252,744,531,351,681
0.226534462555839,0.644205403766746,300,9,981,598,632,205,98,692,942,878
0.398005186420214,0.0679473020936823,577,336,378,418,96,23,693,898,231,843
0.69656868951164,0.207911996415632,243,428,354,682,145,133,943,867,955,272
0.0646407594535227,0.0396038467757357,353,422,230,944,565,518,455,708,265,931
0.747661582378364,0.469359313223853,596,433,264,301,588,111,165,668,347,905
0.420400431232813,0.150096722662633,858,819,795,366,693,248,887,799,843,74
0.811317420238023,0.99130692118419,442,736,535,419,464,331,121,700,82,863
0.379605285770611,0.427062347759695,996,626,605,728,210,615,717,739,593,313
0.319067820216784,0.955372102971021,697,213,405,256,143,619,629,147,267,664
0.986051066726614,0.724247033520084,158,84,928,609,793,245,868,404,188,483
0.718180905209727,0.580891712363774,251,409,323,220,720,173,449,919,85,93
0.413183358569897,0.54025790742078,391,808,294,519,852,407,379,92,673,696
0.0986302372429138,0.705441191564081,848,79,620,623,977,287,886,989,102,146
0.73455912516641,0.00502888330112106,576,512,903,132,340,6,733,530,247,10
0.637306290353483,0.782515778836242,780,370,610,328,501,914,339,814,817,608
0.0738418767360661,0.926859573385509,0,677,821,824,94,390,485,334,552,190
0.120508166401978,0.00829565739263971,714,265,518,422,583,222,565,134,353,657
0.981596208916383,0.824628342666394,755,369,564,303,960,986,609,842,135,62
0.496799421779149,0.76733586802788,53,571,233,670,612,3,218,915,946,987
0.0224136544401531,0.997136895348686,283,613,794,552,332,485,390,912,821,334
0.0538315489695107,0.227653072058219,302,771,130,827,114,172,544,417,945,293
0.140873797601841,0.919542206194465,209,891,477,710,94,961,536,190,824,757
0.893474311740186,0.64199930552178,389,839,382,166,954,542,526,372,649,242
0.465820073116048,0.105320182975915,231,843,123,731,96,346,278,795,248,604
0.560856738133542,0.268160913711683,427,343,889,207,253,523,645,511,415,285
0.494456347383399,0.763843764539584,46,233,571,670,612,3,915,218,689,946
0.0677854884858151,0.805510155575541,978,15,186,168,197,510,798,176,436,287
0.897646542373691,0.104252997601917,678,108,162,614,191,139,966,16,421,149
0.288565308881261,0.469758776292843,933,616,804,5,118,488,646,841,196,89
0.269046814753517,0.219061890891174,214,849,152,993,892,752,470,521,548,113
0.594194175430363,0.922707906542724,18,742,514,747,660,95,851,765,543,318
0.475879024056308,0.320322632016148,321,584,217,240,100,900,448,547,253,125
0.368311038073403,0.857543808780781,377,250,976,652,797,738,350,299,538,107
0.6556110904965,0.259846667655122,509,648,722,846,109,475,69,30,502,865
0.938200405804263,0.878062942706618,135,842,120,456,894,812,701,960,712,369
0.620425185783994,0.188267616829231,837,133,999,69,475,770,388,621,272,856
0.282840091614325,0.759193837349818,112,181,275,117,607,704,554,640,528,568
0.205181251932987,0.0316893001122069,555,222,424,134,396,110,657,153,763,583
0.439134081593786,0.642339157082965,721,282,524,237,398,192,550,122,492,148
0.0272502196608165,0.566870912760646,680,11,164,590,929,641,599,81,72,232
0.876184335960346,0.376409545450067,270,758,818,413,219,273,440,238,592,349
0.610092246274455,0.212548379439868,999,475,63,133,388,343,837,511,770,61
0.203592380287419,0.792156839532589,570,806,871,316,157,877,640,723,785,908
0.519916824790401,0.145443480124611,278,950,869,179,123,346,394,7,731,621
0.0538243021501204,0.489142450390656,81,392,875,99,929,257,680,11,460,167
0.862187431116878,0.0128457468737627,527,749,650,962,453,735,431,951,149,358
0.442934666053869,0.186612024812195,887,799,819,858,248,33,484,366,968,795
0.548009157335658,0.48523045694977,1,784,87,715,957,439,888,335,397,601
0.566860831789241,0.838226076700295,385,281,507,136,543,817,768,726,814,328
0.680394991214306,0.14105696859946,781,272,682,856,13,983,627,364,637,938
0.371378578093092,0.73221698741175,864,776,4,732,639,796,259,412,204,357
0.078228709185685,0.691066915983427,848,623,886,40,620,287,956,102,146,977
0.456350723650029,0.0344926197846326,618,604,859,378,699,577,231,96,995,336
0.0478438001602993,0.48885726360846,72,875,392,929,99,680,257,11,698,460
0.73825699202679,0.971390410156509,284,327,880,464,535,465,863,442,782,990
