150,3,10
0.993704624120852,0.208461358751314,0.0862345298634963,66,56,55,61,123,8,49,72,64,117
0.218676632399634,0.564979570738201,0.366436616319199,100,69,2,109,46,93,50,135,68,149
0.105798273250228,0.640311825162758,0.369198804330018,109,69,1,100,93,68,135,149,14,43
0.109697464523194,0.417028951642886,0.685028472661609,84,31,28,4,120,74,136,29,93,124
0.0635913709751057,0.205975515532243,0.597941635383889,84,40,136,130,28,3,124,139,26,74
0.404579995857626,0.947933121293169,0.789363943641905,17,36,34,48,98,129,143,75,62,41
0.448372912066495,0.0820712070977259,0.367652918437877,70,82,57,118,106,131,7,107,97,86
0.365816176838171,0.105709426581721,0.206027859505195,25,131,70,107,54,97,6,82,86,132
0.763504640848813,0.142041121903998,0.0866665473955323,55,61,66,49,123,86,72,89,0,37
0.627896379614169,0.166460440876421,0.771933917099107,146,101,73,80,39,90,141,59,104,138
0.771980385554245,0.620958643935308,0.20567452146476,71,115,35,63,147,95,22,38,67,110
0.93285357027882,0.573709764841198,0.388271631047802,47,117,113,10,71,102,64,91,38,63
0.972740854003014,0.0520778902858696,0.551778531957227,96,60,90,114,23,91,33,123,138,30
0.192028349427775,0.93120138460825,0.2289532520231,134,43,149,68,53,135,20,81,2,65
0.138874202829155,0.728661681678271,0.641940620399187,119,145,62,81,133,127,129,41,34,109
0.696266337082995,0.73784165379759,0.48448037239818,111,108,105,47,113,122,94,52,142,75
0.0938200267748656,0.0634045006928182,0.151845525116267,76,83,78,132,54,44,77,107,25,7
0.525404403859336,0.860440563038232,0.781931966588002,98,5,143,36,34,75,32,129,112,48
0.530344218392863,0.934405118961213,0.100606322362422,65,128,20,53,27,67,140,43,95,134
0.861139811393332,0.984398312240972,0.294066333758628,87,102,148,113,27,147,47,115,63,15
0.484853333552102,0.858938816683866,0.237373019705579,27,65,53,18,67,128,43,149,140,122
0.393456361215266,0.785558989265031,0.530872257027928,122,34,129,142,75,143,48,81,98,149
0.671431139674026,0.513377418587575,0.0914987313394122,35,116,95,71,10,38,24,37,140,115
0.741257943454206,0.177602460505865,0.405315419880591,60,30,88,33,138,91,123,72,118,106
0.520052467390387,0.398589496735843,0.104846247115757,89,116,37,22,144,50,140,38,95,35
0.347712671277525,0.133931250987971,0.112283962156027,7,54,132,44,131,97,83,70,86,78
0.149997253831683,0.0308895487449515,0.784427890743913,124,136,139,74,4,39,84,29,130,28
0.586092067231462,0.939141706069548,0.291570317906931,20,18,65,67,128,75,122,19,53,15
0.262145317727807,0.301306064586392,0.603533438750887,74,31,136,3,84,139,59,4,124,42
0.0444540922782385,0.295533834475356,0.964422667215901,120,124,3,26,84,136,31,4,74,139
0.754933267231179,0.332936281836175,0.432484993970361,88,91,23,72,60,103,38,114,117,110
0.242785357820962,0.467068187028852,0.69475219461794,3,28,41,59,84,74,32,14,129,120
0.442402313001943,0.648198406466157,0.758099275289454,41,98,129,125,143,142,17,34,126,21
0.687796085120107,0.0252281814930363,0.432642326147101,138,106,118,23,60,6,123,82,90,131
0.359228210401861,0.842206612419334,0.655498039803537,129,21,48,98,5,143,81,62,75,17
0.736340074301202,0.559032544988695,0.109755050723052,22,71,10,115,95,63,116,38,147,140
0.394707475278763,0.854099949273443,0.933759848385332,5,17,98,41,32,34,129,133,143,145
