10,2,9
0.0975404049994095,0.141886338627215,1,5,6,8,9,2,3,7,4
0.278498218867048,0.421761282626275,5,0,8,2,9,3,6,7,4
0.546881519204984,0.915735525189067,8,9,7,4,3,5,1,0,6
0.957506835434298,0.792207329559554,7,4,9,2,8,6,1,5,0
0.964888535199277,0.959492426392903,7,3,9,2,8,5,1,6,0
0.157613081677548,0.655740699156587,1,8,2,0,9,3,7,4,6
0.970592781760616,0.0357116785741896,9,3,1,7,0,4,2,8,5
0.957166948242946,0.849129305868777,3,4,9,2,8,1,6,5,0
0.485375648722841,0.933993247757551,2,9,5,7,4,3,1,0,6
0.8002804688888,0.678735154857773,3,7,4,2,8,1,5,6,0
