10,2,9
0.489764395788231,0.498364051982143,7,2,3,6,5,4,8,1,9
0.445586200710899,0.959743958516081,5,9,8,3,0,7,2,6,4
0.646313010111265,0.340385726666133,6,4,7,0,3,5,8,1,9
0.709364830858073,0.585267750979777,7,0,2,6,4,1,5,8,9
0.754686681982361,0.223811939491137,6,2,7,3,0,5,8,1,9
0.276025076998578,0.751267059305653,8,9,1,0,7,3,2,6,4
0.679702676853675,0.255095115459269,4,2,7,0,3,5,8,1,9
0.655098003973841,0.505957051665142,3,0,2,6,4,5,1,8,9
0.162611735194631,0.699076722656686,5,9,0,1,7,3,2,6,4
0.118997681558377,0.890903252535798,8,5,1,0,7,3,2,6,4
