15,4,10
-0.102356042117689,2.51267059305653,-1.50016234015191,-4.24145710436936,10,5,14,12,1,2,13,8,6,7
-0.544137992891005,-2.44904884540731,-3.03404749568792,-4.46049881333393,8,0,13,2,10,7,5,14,12,9
1.46313010111265,0.0595705166514238,-2.48916142023969,0.307975530089727,13,3,7,10,0,1,6,4,11,12
2.09364830858073,1.99076722656686,1.16044676146639,2.79167230102011,4,6,2,11,13,12,7,10,0,14
2.54686681982361,3.90903252535798,-0.267111510972708,4.34010684229183,3,2,6,11,13,12,10,7,0,14
-2.23974923001422,4.59291425205444,-1.48340492937003,-3.7009379152627,14,10,0,12,2,1,8,3,6,13
1.79702676853675,0.472155299638031,3.30828627896291,0.688236608721927,3,11,7,12,13,2,4,9,0,10
1.55098003973841,-3.61375557171321,0.852640911527242,-0.306093589417942,13,6,11,2,1,3,9,8,12,0
-3.37388264805369,-3.50705994440943,0.497236082911395,-4.88097930498759,1,9,7,13,0,12,14,10,2,5
-3.81002318441623,-2.42491745876264,4.1719366382981,-1.62877355601118,8,12,7,6,13,14,1,0,2,3
-0.0163594801785703,3.40717255983663,-2.14160981179626,-3.37817691806757,0,5,14,12,2,1,13,3,6,8
4.59743958516081,-2.45717821028469,2.57200229110721,2.94284540683907,6,7,3,13,2,4,12,9,1,0
-1.59614273333867,3.14284826068816,2.53729094278495,-1.88784957955195,14,5,0,6,10,9,3,2,13,8
0.852677509797774,-2.56475031275011,-1.19554153024643,0.285331355062127,7,2,1,6,3,11,0,8,10,9
-2.76188060508863,4.29263623187228,0.678216407252211,-3.34351270500219,5,12,0,10,6,2,9,8,1,3
